-114.215597,51.08296,"Canada Olympic Park-Calgary,AB - Snow Conditions: Call  (403) 247-5452","88 Canada Olympic Road SW, Calgary,AB"
-113.682207,52.304426,"Canyon Ski Area-Red Deer,AB - Snow Conditions: Call  (403) 346-7003","Site 8 Box 26 RR 2 Lcd 1, Red Deer,AB"
-114.413802,49.31866,"Castle Mountain-Pincher Creek,AB - Snow Conditions: Call  (403) 543-4500","Box 610 Pincher Creek,  Banff National Park,AB"
-113.475781,53.53452,"Drumheller Valley Ski Club-Drumheller,AB - Snow Conditions: Call  (403) 823-2277","1695 6th Ave SW, Drumheller,AB"
-113.479045,53.53365,"Edmonton Ski Club-Edmonton,AB - Snow Conditions: Call  (780) 465-0852","9613 96 Ave NW, Edmonton,AB"
-118.604365,55.994589,"Fairview Ski Hill-Fairview,AB - Snow Conditions: Call  (780) 835-4725","PO Box 618, Fairview,AB"
-115.194227,50.818108,"Fortress Mountain-Fortress Mountain,AB - Snow Conditions: Call  (403) 591-7108","1 Fortress Mountain Rd, Kananaskis,AB"
-110.26036,49.656765,"Hidden Valley-Cypress Hills Provincial Park,AB - Snow Conditions: Call  (403) 893-3961","3314 17 Ave SW, Medicine Hat,AB"
-110.019178,54.440092,"Kinosoo Ridge-Cold Lake Provincial Park,AB - Snow Conditions: Call  (780) 594-5564","PO Box 390 Stn Main, Cold Lake, AB"
-118.082383,52.800994,"Marmot Basin-Jasper,AB - Snow Conditions: Call  (780) 852-3816","1 Marmot Basin Road, Jasper,AB"
-117.301805,56.226018,"Misery Mountain-Peace River,AB - Snow Conditions: Call  (780) 624-4881","10408  89 St, Peace River,AB"
-115.599279,51.201544,"Mount Norquay-Banff,AB - Snow Conditions: Call  (403) 762-4421","Mt Norquay Rd, Banff,AB"
-115.150505,50.940679,"Nakiska Ski Resort-Kananaskis,AB - Snow Conditions: Call  (403) 591-7777","PO Box 1988, Kananaskis,AB"
-118.862656,55.05542,"Nitehawk Recreation Area-Grand Prairie,AB - Snow Conditions: Call  (780) 532-6637","PO Box 1006, Grande Prairie,AB"
-114.449448,49.602317,"Pass Powderkeg-Crowsnest Pass,AB - Snow Conditions: Call  (403) 562-8334","12402 18 Ave, Blairmore,AB "
-113.675708,53.381075,"Rabbit Hill Snow Resort-Edmonton,AB - Snow Conditions: Call  (780) 955-2440","25512 Township Road 510, Leduc County,AB"
-113.703645,53.484433,"Silver Summit-Edmonton,AB - Snow Conditions: Call  (780) 447-4476","1184 Wedgewood Blvd NW, Edmonton,AB"
-113.555339,53.483583,"Snow Valley Ski Club-Edmonton,AB - Snow Conditions: Call  (780) 434-3991","119 St off Whitemud Freeway, Edmonton,AB"
-113.369292,53.562514,"Sunridge Ski-Edmonton,AB - Snow Conditions: Call  (780) 449-6555","10980 17 St, Edmonton,AB"
-115.761932,51.115397,"Sunshine Village-Calgary,AB - Snow Conditions: Call  (403) 705-4000","400/500 11 Ave SW, Calgary,AB"
-116.162865,51.44197,"The Lake Louise Ski Area-Lake Louise,AB - Snow Conditions: Call  (877) 956-8473","1 Whitehorn Road, Lake Louise,AB"
-111.133512,56.661418,"Vista Ridge-Fort Mcmurray,AB - Snow Conditions: Call  780-799-SNOW",780-799-SNOW
-119.391494,56.602188,"Whispering Pines-Worsley,AB - Snow Conditions: Call  (780) 685-2594","PO Box 180, Worsley,AB"
-119.904022,49.39104,"Apex Mountain Resort-Penticton,BC - Snow Conditions: Call  (250) 292-8118","115 Clearview Crescent, Penticton,AB"
-118.92577,49.718566,"Big White Ski Resort-Kelowna,BC - Snow Conditions: Call  (250) 765-8888","5315 Big White Rd, Kelowna,BC"
-119.710794,49.88041,"Crystal Mountain-Crystal Mountain,BC - Snow Conditions: Call  (250) 768-5189","PO Box 26044 Rpo Westbank, Westbank,BC"
-123.202498,49.395115,"Cypress Mountain-West Vancouver,BC - Snow Conditions: Call  (604) 926-5612","6000 Cypress Bowl Rd, West Vancouver,BC"
-115.085791,49.462997,"Fernie Alpine Resort-Fernie,BC - Snow Conditions: Call  (250) 423-4655","5339 Fernie Ski Hill Road RR 6, Fernie,BC"
-123.078523,49.380984,"Grouse Mountain-Vancouver,BC - Snow Conditions: Call  (604) 986-6262","Nancy Greene Way, North Vancouver,BC"
-120.139737,50.723289,"Harper Mountain-Kamloops,BC - Snow Conditions: Call  (250) 372-2119","2042 Valleyview Dr, Kamloops,BC"
-121.93634,49.379895,"Hemlock Resort-Agissiz,BC - Snow Conditions: Call  (604) 797-4411","20955 Hemlock Valley Road, Agassiz,BC"
-117.047155,51.297888,"Kicking Horse Resort-Golden,BC - Snow Conditions: Call  (250) 439-5424","1500 Kicking Horse Trail, Golden,BC"
-116.00827,49.685914,"Kimberley Alpine Resort-Kimberly,BC - Snow Conditions: Call  (403) 244-6665","Box 40, Kimberley,BC"
-125.298295,49.739333,"Mount Washington Alpine Resort-Mount Washington,BC - Snow Conditions: Call  (888) 231-1499","1 Strathcona Pkwy, Mount Washington,BC"
-117.819631,49.104014,"Red Mountain Resort-Rossland,BC - Snow Conditions: Call  (800) 663-1015","4300 Red Mountain Rd, Rossland,BC"
-118.150691,50.954643,"Revelstoke Mountain Resort-Revelstoke,BC - Snow Conditions: Call  (250) 837-9400","2870 Camozzi Rd, Revelstoke,BC"
-119.060773,50.359047,"Silver Star Mountain Resort-Silver Star Mountain,BC - Snow Conditions: Call  (250) 542-1745","PO Box 3002, Silver Star Mountain,BC"
-119.889384,50.883869,"Sun Peaks Resort-Sun Peaks,BC - Snow Conditions: Call  (250) 578-7222","1280 Alpine Road, Sun Peaks,BC"
-122.944343,50.111444,"Whistler Blackcomb-Whistler,BC - Snow Conditions: Call  (604) 932-3434","4545 Blackcoomb Wy, Whistler,BC"
-101.340102,50.951128,"Asessippi Ski Area-Inglis,MB - Snow Conditions: Call  (204) 564-2000","Box 70, Inglis,MB"
-95.19075,49.70406,"Falcon Ridge Ski Area-Falcon Beach,MB - Snow Conditions: Call  (204) 349-8935","PO Box 130, Falcon Beach,MB"
-98.694045,49.237479,"Holiday Mountain-La Riviere,MB - Snow Conditions: Call  (204) 242-2172","Holiday Mountain, La Riviere,MB"
-97.777107,55.868939,"Mystery Mountain Winter Resort-Thompson,MB - Snow Conditions: Call  (204) 242-2172","PO Box 246, Thompson,MB"
-97.206603,50.094291,"Stony Mountain Ski Area-Stony Mountain,MB - Snow Conditions: Call  (204) 344-5977","11016 E Sellars Hill Road, Stony Mountain,MB"
-67.106437,46.119638,"Crabbe Mountain-Central Hainesville,NB - Snow Conditions: Call  (506) 463-8259","Crabbe Mountain Rd, Bright,NB"
